Date,Temperature,Relative Humidity,Wind Speed,Precipitation,Pressure,Generated
13/05/2018,25.36,89.25,0.66,2.3580661075481006,1000.96,4.92379166
14/05/2018,26.02,84.25,0.56,2.3580661075481006,1000.35,17.061625
15/05/2018,25.74,80,1,2.3580661075481006,1000.98,9.973
16/05/2018,25.66,81.25,0.56,2.3580661075481006,1000.98,8.69445833
17/05/2018,26,84,0.5,2.3580661075481006,1001.03,2.36254166
18/05/2018,25.56,82,0.9,2.3580661075481006,1000.9,19.38645833
19/05/2018,25.8,81.25,0.73,2.3580661075481006,1001.41,15.12054166
20/05/2018,26.58,79.25,0.2,2.3580661075481006,1000.92,3.29720833
21/05/2018,26.04,81.5,1,2.3580661075481006,1000.14,6.6525
22/05/2018,25.44,85.75,0.33,2.3580661075481006,1001.5,14.13520833
23/05/2018,25.46,77.5,0.5,2.3580661075481006,1002.5,17.58904166
24/05/2018,25.36,93.25,0.13,2.3580661075481006,1003.45,1.38133333
25/05/2018,25.44,87,0.66,2.3580661075481006,1002.34,8.12720833
26/05/2018,25.9,82.75,1,2.3580661075481006,1001.33,10.45133333
27/05/2018,26.26,88.25,0.5,2.3580661075481006,1001.49,8.73566666
28/05/2018,25.58,78,0.2,2.3580661075481006,1002.33,9.95820833
29/05/2018,25.34,82.25,0.5,2.3580661075481006,1002.12,8.31079166
30/05/2018,25.86,69.75,0.26,2.3580661075481006,1002.09,4.187625
31/05/2018,25.66,74,0.66,2.3580661075481006,1001.34,4.08916666
01/06/2018,25.2,82.5,0,2.3580661075481006,1001.23,2.69875
02/06/2018,26.52,78.25,0.66,2.3580661075481006,1001.76,20.24329166
03/06/2018,25.78,83.75,0.1,2.3580661075481006,1002.53,10.84925
04/06/2018,26.12,81,0.66,2.3580661075481006,1002.42,21.12491666
05/06/2018,24.8,85,0.16,2.3580661075481006,1001.56,12.19108333
06/06/2018,25.72,74.25,0.66,2.3580661075481006,1001.22,25.17041666
07/06/2018,24.7,90.75,0.5,2.3580661075481006,1003.05,14.59183333
08/06/2018,25.22,86,0.533,2.3580661075481006,1004.07,33.60858333
09/06/2018,25.54,76.5,1.16,2.3580661075481006,1004.09,28.27279166
10/06/2018,24.68,79,0.66,2.3580661075481006,1003,26.12295833
11/06/2018,24.46,75.5,0.6,2.3580661075481006,1002.22,22.76745833
12/06/2018,24.72,70,0.66,2.3580661075481006,1002.34,6.8615
13/06/2018,25.72,65.5,1.93,2.3580661075481006,1002.37,18.875875
14/06/2018,25.84,64.25,1,2.3580661075481006,1003.5,18.56083333
15/06/2018,26.34,69.5,0.9,2.3580661075481006,1004.04,19.33775
16/06/2018,26.26,73.75,1,2.3580661075481006,1004.63,23.80791666
17/06/2018,25.68,74.5,0.83,2.3580661075481006,1005.36,23.27595833
18/06/2018,24.72,83.25,0.83,2.3580661075481006,1005.95,8.06445833
19/06/2018,25.58,79.5,0.33,2.3580661075481006,1004.98,11.31558333
20/06/2018,26.04,75,1.16,2.3580661075481006,1004.05,11.43179166
21/06/2018,25.94,68.5,0.66,2.3580661075481006,1003.89,13.77670833
22/06/2018,24.88,72.5,0.66,2.3580661075481006,1003.82,13.49758333
23/06/2018,25.88,66,1.5,2.3580661075481006,1002.11,11.03345833
24/06/2018,26.18,55.5,0.83,2.3580661075481006,1001.83,18.579
25/06/2018,26.78,66.75,0.4,2.3580661075481006,1001.66,9.43579166
26/06/2018,26.16,65.75,1,2.3580661075481006,1001.74,7.74875
27/06/2018,26.34,70.5,0.56,2.3580661075481006,1001.94,9.53283333
28/06/2018,26.72,67.5,1.16,2.3580661075481006,1001.28,17.800625
29/06/2018,26.56,67,1.33,2.3580661075481006,1001.21,12.79170833
30/06/2018,26.5,63.75,1.16,2.3580661075481006,1000.52,11.14083333
01/07/2018,26.96,73,0.65,2.3580661075481006,1000.06,9.259125
02/07/2018,27.32,81,0.75,0,1000.25,9.18004166
03/07/2018,27.32,72,1.25,0,1000.72,10.62666666
04/07/2018,27.16,72,0.6,0,1000.87,16.064875
05/07/2018,26.6,66,1,0,1001.69,14.04833333
06/07/2018,26.76,73,1.25,0,1002.11,20.76920833
07/07/2018,25.08,95,0.5,6.6,1003.17,12.61841666
08/07/2018,25.72,91,0.25,2.4,1002.88,5.024
09/07/2018,26.94,81,0.25,1.8,1002.22,5.36958333
10/07/2018,25.3,90,0.25,0.2,1004.24,17.17754166
11/07/2018,26.36,81,0.5,1.2,1004.28,32.429
12/07/2018,26.84,77,1,0.2,1004.01,17.45575
13/07/2018,27.32,72,0.7,0,1003.29,16.62908333
14/07/2018,26.42,68,1.35,0,1003.44,22.579
15/07/2018,26.18,70,0.95,0,1003.43,17.26891666
16/07/2018,27.24,71,0.75,0,1003.61,13.18679166
17/07/2018,26.86,69,0.6,0,1003.88,26.34379166
18/07/2018,26.76,74,0.4,0,1002.9,18.215125
19/07/2018,26.94,72,0.55,0,1001.3,14.40604166
20/07/2018,26.62,61,1.5,0,1001.67,21.76295833
21/07/2018,26.72,72,0.5,0,1001.74,19.70441666
22/07/2018,26.92,74,1.5,0,1001.54,14.44529166
23/07/2018,27.72,67,1.25,0,1002.04,15.81825
24/07/2018,27.5,65,1,0,1003.46,19.48925
25/07/2018,27.06,70,0.85,0,1003.85,30.289875
26/07/2018,27.4,69,1,0,1004.28,28.64025
27/07/2018,27.26,70,1,0,1003.54,25.6095
28/07/2018,27.04,72,1.25,0,1002.57,25.262875
29/07/2018,27.26,69,1,0,1002.56,33.46058333
30/07/2018,26.44,75,0.5,0,1002.65,38.74404166
31/07/2018,26.6,70.87581010732539,1.5,0,1002.47,36.02591666
01/08/2018,26.82,71,1.03,0,1001.98,25.23575
02/08/2018,27.2,68.5,1.33,0,1001.66,26.21333333
03/08/2018,27.16,64,1,0,1001.9,28.96145833
04/08/2018,26.98,60,0.833,0,1002.52,31.35920833
05/08/2018,26.92,66,1.16,0,1001.51,30.66404166
06/08/2018,27.12,63.75,1.33,0,1002.61,26.81258333
07/08/2018,27.12,62.25,1.4,0,1003.38,31.30216666
08/08/2018,27.78,62.5,2.16,0,1003.76,29.93741666
09/08/2018,27.22,61,0.66,0,1003.76,25.560125
10/08/2018,27.76,65,1.16,0,1003.4,23.49445833
11/08/2018,27.36,65.25,2.16,0,1004.02,32.25566666
12/08/2018,26.98,69.5,1.5,0,1003.82,33.43766666
13/08/2018,27.3,62.5,1.06,0,1002.26,33.07133333
14/08/2018,27.56,70.25,2.66,0,1001.72,30.02741666
15/08/2018,27.38,58.75,2.33,0,1002.79,37.52108333
16/08/2018,26.76,64.75,1.5,0,1004.85,26.46466666
17/08/2018,27.62,56.5,2.16,0,1004.85,28.678375
18/08/2018,27.24,52.25,2.83,0,1004.28,26.070625
19/08/2018,27.16,54.75,1.07467,0,1003.93,27.99404166
20/08/2018,27.44,53.5,2,0,1004.32,23.0815
21/08/2018,27.84,52.25,2.33,0,1003.8,27.39070833
22/08/2018,28.04,50.5,1.33,0,1003.34,20.672625
23/08/2018,27.8,53.25,1.83,0,1002.42,24.41258333
24/08/2018,27.64,60.25,1.66,0,1002.02,31.24541666
25/08/2018,27.82,68.25,1.16,0,1002.84,23.14566666
26/08/2018,28.6,67,1.83,0,1002.45,18.83170833
27/08/2018,28.3,50,2.56,0,1002.17,31.61216666
28/08/2018,27.76,59.5,2,0,1002.93,26.24329166
29/08/2018,27.88,61.5,2,0,1002.44,16.77116666
30/08/2018,27.4,68.25,1.66,0,1001.03,16.99683333
31/08/2018,27.2,59,1.6,0,1000.81,24.951875
01/09/2018,27.72,55.5,1.5,0,1001.31,30.81379166
02/09/2018,27.5,59,1.16,0,1001,40.87195833
03/09/2018,27.92,57.5,1.5,0,1000.85,42.73425
04/09/2018,27.88,58.25,2.5,0,999.83,39.55804166
05/09/2018,28.08,67.5,2,0,1001.2,35.60883333
06/09/2018,27.98,59,2.5,0,1002,27.81583333
07/09/2018,28,57.75,1.5,0,1001.38,29.60475
08/09/2018,28.2,53,1.16,0,1000.43,23.88241666
09/09/2018,27.6,54.5,1.33,0,1000.61,28.7235
10/09/2018,28.36,63.25,1.73,0,1000.69,28.87883333
11/09/2018,28.32,64.75,1.83,0,1001.23,39.7355
12/09/2018,28.2,51.75,3,0,1001.58,38.401125
13/09/2018,27.92,47.25,1.83,0,1001.36,42.339625
14/09/2018,27.68,47.5,1.83,0,999.91,40.255
15/09/2018,27.9,49.75,3,0,1000.11,45.03704166
16/09/2018,29.02,53.25,2.83,0,1000.07,44.67958333
17/09/2018,28.76,53,2,0,999.97,42.56420833
18/09/2018,28.52,54.75,2.5,0,999.87,43.54691666
19/09/2018,28.9,52.75,2.5,0,1000.8,46.34745833
20/09/2018,28.8,51.75,1.66,0,1001.26,39.07791666
21/09/2018,28.76,47.75,1.66,0,1000.79,36.97158333
22/09/2018,28.36,57,1.83,0,999.86,33.58654166
23/09/2018,28.06,55,2,0,1000.09,41.83245833
24/09/2018,27.74,60.75,3.23,2,1000.56,39.700625
25/09/2018,28.52,56.25,2,0,1000.03,42.97845833
26/09/2018,27.8,55.75,1.23,0,999.63,41.874625
27/09/2018,28.36,50,2.5,0,999.99,45.968625
28/09/2018,28.92,51,2,0,1000.25,46.97033333
29/09/2018,28.72,56.75,1.56,0,1000.45,43.53504166
30/09/2018,28.6,56.5,1.9,0,999.98,46.04654166
01/10/2018,28.52,59,2,0,1000.23,40.35366666
02/10/2018,27.88,51.75,1.9,0,1000.65,44.24195833
03/10/2018,27.78,57.25,1.83,0,1000.85,42.554
04/10/2018,27.96,61.5,1.33,0,1001.1,39.38183333
05/10/2018,28.08,61.75,2.16,0,1000.06,34.82820833
06/10/2018,27.86,60.25,1.83,0,1000.53,34.08954166
07/10/2018,28.68,54,1.66,0,1001.08,39.53883333
08/10/2018,28.58,48.75,2.46,0,1001.07,43.13908333
09/10/2018,28.7,51.75,2.66,0,1000.54,42.16666666
10/10/2018,28.32,53.5,2.16,0,999.47,45.85604166
11/10/2018,28.22,52.5,1.66,0,1000.4,47.41575
12/10/2018,28.04,54.75,2.33,0,1001.2,42.4435
13/10/2018,27.9,60.25,2.5,0,1001.33,42.702875
14/10/2018,29.26,59.75,2.33,0,1000.45,33.04783333
15/10/2018,27.84,66.25,2,0,1000.45,19.20633333
16/10/2018,28.08,61.5,1.83,0,1000.06,15.85683333
17/10/2018,28.58,60,1.33,0,999.88,33.38004166
18/10/2018,28.5,52.25,2.33,0,999.58,40.35166666
19/10/2018,28.06,55.75,1.66,0,998.28,44.504125
20/10/2018,28.28,60,2,0,997.23,38.810625
21/10/2018,28.68,56.5,1.33,0,998.62,27.86291666
22/10/2018,28.12,58,1.66,0,999.85,28.17295833
23/10/2018,28.96,51,1,0,999.74,25.56633333
24/10/2018,29.08,52.25,1.66,0,1000.3,37.85629166
25/10/2018,29.12,53,2.16,0,999.48,42.067
26/10/2018,28.84,56,1.83,0,999.23,45.924125
27/10/2018,28.32,59.25,2,0,999.33,45.3185
28/10/2018,28.26,56.25,1.23,0,999.49,37.922375
29/10/2018,28.86,60,1.66,0,999.9,33.11066666
30/10/2018,29.56,56,2.5,0,1000.59,39.25041666
31/10/2018,28.72,55,1.83,0,1000.66,40.992375
01/11/2018,28.6,55.5,1.4,0,1000.4,42.39733333
02/11/2018,28.48,59,1.5,0,999.13,37.3205
03/11/2018,28.64,55,1.83,0,998.58,37.11275
04/11/2018,28.6,56.25,1.83,0,998.48,44.34517391
05/11/2018,28.38,62.25,1.66,0,998.53,33.29945833
06/11/2018,29.32,63.75,1,0,999.05,40.66879166
07/11/2018,28.44,59.5,1.56,0,999.24,42.45933333
08/11/2018,27.96,57,1.16,0,999.63,41.033875
09/11/2018,29.26,46.75,2.16,0,999.29,43.25775
10/11/2018,29.14,53.25,2.16,0,998.18,39.17091666
11/11/2018,29.5,52.25,2.33,0,997.81,38.53658333
12/11/2018,29.22,52.25,1.66,0,999.16,40.42045833
13/11/2018,29.18,55,2.06,0,998.97,36.99329166
14/11/2018,29.28,51,2.33,0,998.67,47.95983333
15/11/2018,28.32,51.75,2,0,998.83,52.125625
16/11/2018,28.26,58.25,1.66,0,1000.36,44.364375
17/11/2018,29.24,46.5,1.33,0,999.87,49.13383333
18/11/2018,29.6,51,2.5,0,999.44,47.64195833
19/11/2018,29.28,49.25,1.5,0,999.3,50.03304166
20/11/2018,29.24,50.5,1.5,0,999.43,43.42741666
21/11/2018,29.78,49.5,2.83,0,999.35,38.79
22/11/2018,29.3,60.25,1.5,0,999.28,43.25816666
23/11/2018,28.58,65,1.9,0.6,999.71,38.19195833
24/11/2018,29.24,56.5,2,0,999.55,36.55604166
25/11/2018,29.36,55,2,0,999.21,48.29220833
26/11/2018,29.22,58.5,1.5,0,998.07,44.98733333
27/11/2018,29.64,51.5,1.5,0,997.66,23.98808333
28/11/2018,30.48,53,1.5,0,997.4,33.43041666
29/11/2018,29.58,50.75,2,0,998.1,47.733375
30/11/2018,27.06,80.75,2.33,0,999.58,28.33529166
01/12/2018,27.96,79,1.5,0,999.31,10.05229166
02/12/2018,28.9,77,1.5,1.6,998.58,33.044875
03/12/2018,28.96,69,1.75,0,997.13,29.9545
04/12/2018,27.3,24,0.5,0,997.18,5.862125
05/12/2018,26.66,84,0.5,15.6,998.92,1.54966666
06/12/2018,26.2,92,0.5,11.8,1001.21,0
07/12/2018,27.66,83,0.75,4.8,1001.42,5.17433333
08/12/2018,28.58,77,1.75,0,1001.38,12.528875
09/12/2018,26.04,84,0.5,0,1002.42,14.06670833
10/12/2018,25.78,89,0.5,13.8,1003.18,6.79775
11/12/2018,27.28,81,1,23.8,1002.59,15.87191666
12/12/2018,28.32,64,1.75,0,1001.53,25.09866666
13/12/2018,28.06,73,1.5,0,1001.09,38.98433333
14/12/2018,26.84,82,1,0,1001.66,18.24516666
15/12/2018,25.64,91,0.5,10.2,1003.32,3.75275
16/12/2018,27.64,69,1.5,13.6,1003.15,24.307375
17/12/2018,25.04,89,2.5,1.4,1002.92,13.12179166
18/12/2018,27.26,80,1,5.2,1002.18,17.93929166
19/12/2018,27.42,67,2,0.6,1000.95,32.84045833
20/12/2018,27.2,76,1.25,0,1000.16,11.778875
21/12/2018,27.64,71,1,0,999.51,24.0835
22/12/2018,27.66,70,1.25,0,999.38,18.70395833
23/12/2018,25.14,89,0.25,0,1001.29,7.62691666
24/12/2018,25.16,89,0.25,21.2,1001.56,8.76545833
25/12/2018,26.44,84,1.5,0,1000.28,32.49020833
26/12/2018,26.78,83,1.25,0,1000.43,36.716125
27/12/2018,26.58,76,1.5,0,999.42,26.62008333
28/12/2018,27.42,71,1.75,0,999.62,17.67733333
29/12/2018,27.16,76,2.5,0,999.26,17.57904166
30/12/2018,27.6,76,2.5,0,999.6,23.79316666
31/12/2018,27.36,77,0.85,0,999.79,19.99766666
01/01/2019,28.44,59,2,0,1001,25.31704166
02/01/2019,28.28,59.25,2.4,0,1001.45,41.52954166
03/01/2019,28.5,64,1.5,0,1000.86,44.50275
04/01/2019,29.22,60.25,0.9,0,1000.68,48.192
05/01/2019,27.46,72.25,0.9,0,1000.65,29.67670833
06/01/2019,27.96,63.5,0.66,1.2,1000.74,30.18816666
07/01/2019,26.6,71.75,0.83,0,1000.53,13.24875
08/01/2019,26.58,77.25,0.23,6.8,1000.67,12.595125
09/01/2019,26.7,83.25,0.33,0,1000.13,12.51225
10/01/2019,27.22,69,0.9,0,999.86,5.68029166
11/01/2019,28.14,64.75,1.5,0,1000.23,8.30120833
12/01/2019,26.92,79,0.83,0,1001.03,0.49104166
13/01/2019,26.72,86,1.33,0.2,1001,0.143375
14/01/2019,26.38,88.5,0.93,0.2,1001.4,0.950875
15/01/2019,25.74,86.25,0.33,10.8,1002.39,2.72125
16/01/2019,25.64,83.75,1.16,0.4,1002.74,6.818
17/01/2019,25.38,89,0.83,7,1001.78,5.81516666
18/01/2019,24.34,88.25,0.53,0.2,1001.62,1.8135
19/01/2019,25.58,91.25,0.5,0.2,1001.43,9.92091666
20/01/2019,26.66,80.5,0.33,0.2,1001.8,14.020375
21/01/2019,26.78,74.25,1.33,0.4,1001.4,24.60441666
22/01/2019,27.18,66.5,1.16,0.6,1001.41,25.27983333
23/01/2019,27.4,69.75,1.16,0.4,1001.71,18.67129166
24/01/2019,26.68,76.75,0.16,0.4,1001.11,6.834125
25/01/2019,27.08,76.75,1.83,0.6,1000.93,24.70920833
26/01/2019,26.14,82.25,0.83,0.6,1002.16,5.96208333
27/01/2019,26.5,82,0.66,1.2,1001.52,15.48816666
28/01/2019,27.96,67,1.93,0.8,1000.85,24.81741666
29/01/2019,27.9,68.5,0.66,0.2,1000.58,10.38208333
30/01/2019,26.96,76.5,0.5,0.6,1000.45,17.05133333
31/01/2019,26.48,90.75,1,1,1000.38,5.91708333
01/02/2019,25.48,94.25,0.171,2.3580661075481006,1000.81,5.28191666
02/02/2019,26.84,80.25,1.1,2.3580661075481006,1000.28,8.770875
03/02/2019,26.74,82.5,0.63,2.3580661075481006,1000.39,1.4935
04/02/2019,25.9,89,1.66,2.3580661075481006,1000.12,4.66945833
05/02/2019,26.68,87,0.6,2.3580661075481006,999.99,5.14741666
06/02/2019,25.68,92.25,0.5,2.3580661075481006,1000.01,0.27845833
07/02/2019,25.62,95.25,0.4,2.3580661075481006,999.11,2.83466666
08/02/2019,27.08,84.75,1.5,2.3580661075481006,998.23,6.48279166
09/02/2019,27.78,75.75,1.16,2.3580661075481006,998.59,22.242625
10/02/2019,27.9,71,1.33,2.3580661075481006,998.79,19.495
11/02/2019,28.14,69.75,1.06,2.3580661075481006,999.57,21.54508333
12/02/2019,28.32,72.5,0.83,2.3580661075481006,999.58,25.306125
13/02/2019,26.76,92.75,0.5,2.3580661075481006,1000.63,12.4655
14/02/2019,26.38,84,1,2.3580661075481006,1001.63,4.491375
15/02/2019,27.54,80.25,0.63,2.3580661075481006,1001.05,5.466875
16/02/2019,25.2,91.25,0.6,2.3580661075481006,1000.95,4.04379166
17/02/2019,25.98,93,0.26,2.3580661075481006,1000.85,0.55808333
18/02/2019,26.8,88,1.16,2.3580661075481006,1000.99,4.13966666
19/02/2019,26.14,92.25,0.33,2.3580661075481006,1001,1.48325
20/02/2019,26.84,84.5,0.66,2.3580661075481006,1000.09,3.02891666
21/02/2019,26.66,88,0.5,2.3580661075481006,1000.34,4.51254166
22/02/2019,25.44,89,0.5,2.3580661075481006,1001.78,8.92995833
23/02/2019,25.9,91,1.16,2.3580661075481006,1000.89,4.34591666
24/02/2019,25.42,87.75,0.83,2.3580661075481006,1000.8,9.83954166
25/02/2019,25.9,82.75,0.5,2.3580661075481006,1000.27,1.199375
26/02/2019,26.34,90,0.5,2.3580661075481006,1000.65,9.72341666
27/02/2019,25.58,94.5,0.06,2.3580661075481006,1001.34,1.52683333
28/02/2019,25.38,94.25,0.833,2.3580661075481006,1001.83,1.27879166
01/03/2019,26.14,84.75,0.166,2.3580661075481006,1002.16,4.25029166
02/03/2019,25.84,84.5,0.6,2.3580661075481006,1002.11,6.4915
03/03/2019,25.84,86.5,0.566,2.3580661075481006,1001.69,3.58154166
04/03/2019,26.22,89,1.66,2.3580661075481006,1001.78,10.13920833
05/03/2019,26.42,82.25,0.36,2.3580661075481006,1001.74,8.86945833
06/03/2019,24.96,91.75,0.33,2.3580661075481006,1002.43,3.874
07/03/2019,25.2,87,0.66,2.3580661075481006,1002.94,6.78329166
08/03/2019,25.36,92.25,0.66,2.3580661075481006,1001.91,3.48954166
09/03/2019,26.12,91,0.83,2.3580661075481006,1000.95,14.692375
10/03/2019,26.14,91.25,0.83,2.3580661075481006,1000.61,6.28433333
11/03/2019,26.5,85.5,0.16,2.3580661075481006,999.99,3.06579166
12/03/2019,26.58,85,1,2.3580661075481006,1000.04,7.41283333
13/03/2019,24.3,92.5,0.13,2.3580661075481006,1000.83,4.43233333
14/03/2019,25.28,83.25,0.5,2.3580661075481006,1000.61,0.83175
15/03/2019,25.82,89.5,2.5,2.3580661075481006,1000.45,1.47820833
16/03/2019,25.08,90,0.26,2.3580661075481006,1000.71,3.35308333
17/03/2019,25.52,91,0.7,2.3580661075481006,1000.63,0.58479166
18/03/2019,25.78,90.75,0.66,2.3580661075481006,1000.78,1.72441666
19/03/2019,25.9,92.25,0.83,2.3580661075481006,1000.14,3.844375
20/03/2019,26.46,83,1.33,2.3580661075481006,999.28,5.07279166
21/03/2019,27.64,90.5,0.43,2.3580661075481006,999.92,3.141125
22/03/2019,26.4,85,1.33,2.3580661075481006,1000.97,0.98195833
23/03/2019,26.04,87,1.33,2.3580661075481006,1001.8,2.11075
24/03/2019,25.68,86.5,1.16,2.3580661075481006,1001.67,2.01445833
25/03/2019,25.74,91.5,0.23,2.3580661075481006,1000.76,9.0615
26/03/2019,25.92,84.75,0.5,2.3580661075481006,1000.45,2.35508333
27/03/2019,26.08,94.5,0,2.3580661075481006,1001.53,0.60420833
28/03/2019,25.32,93,0.5,2.3580661075481006,1001.98,2.716
29/03/2019,26.06,92,0.26,2.3580661075481006,1001.72,5.69475
30/03/2019,26.58,86.75,0.4,2.3580661075481006,1000.88,2.66225
31/03/2019,25.52,89.5,0.43,2.3580661075481006,1000.51,1.64775
01/04/2019,25.2,87,0,2.3580661075481006,1001.33,1.55629166
02/04/2019,26.52,85.5,0.51,2.3580661075481006,1000.43,1.73116666
03/04/2019,26.32,88.5,0,2.3580661075481006,1000.66,1.50941666
04/04/2019,25.52,93.25,0.171,2.3580661075481006,999.84,5.43470833
05/04/2019,25.72,86.75,0.68,2.3580661075481006,1001.17,0.01379166
06/04/2019,25.6,89.75,0.2,2.3580661075481006,1002.37,1.27425
07/04/2019,26.86,85,0.68,2.3580661075481006,1001.93,8.45283333
08/04/2019,26.58,88,0.51,2.3580661075481006,1001.05,7.90970833
09/04/2019,26,91.75,0,2.3580661075481006,1000.68,9.46275
10/04/2019,26.8,84,0.51,2.3580661075481006,1000.18,3.80675
11/04/2019,26.6,91,0,2.3580661075481006,1000.98,1.632
12/04/2019,26.1,86.75,0.34,2.3580661075481006,1001.06,3.81458333
13/04/2019,25.96,88,0.34,2.3580661075481006,1000.32,2.07475
14/04/2019,24.92,95.5,0.171,2.3580661075481006,1000.41,3.77679166
15/04/2019,24.86,96.75,0.51,2.3580661075481006,1001.29,1.16979166
16/04/2019,25.46,92.25,0.34,2.3580661075481006,1000.93,1.48383333
17/04/2019,25.78,91.5,0.34,2.3580661075481006,1000.37,3.92929166
18/04/2019,25.82,91.5,0,2.3580661075481006,1000.08,3.76691666
19/04/2019,25.94,85.75,0.68,2.3580661075481006,1000.71,0.97079166
20/04/2019,26.72,87,0.51,2.3580661075481006,1000.81,1.81204166
21/04/2019,27.04,83.25,0.68,2.3580661075481006,999.96,1.45791666
22/04/2019,26.68,83.25,0.51,2.3580661075481006,999.64,5.39979166
23/04/2019,26.36,89.25,1.2,2.3580661075481006,1000.74,12.41704166
24/04/2019,26.58,83.5,0.51,2.3580661075481006,1000.93,7.45995833
25/04/2019,26.42,84.75,0.85,2.3580661075481006,1001.17,3.90845833
26/04/2019,25.92,89.75,0,2.3580661075481006,1001.9,3.795875
27/04/2019,26.64,85.25,0.171,2.3580661075481006,1000.82,3.66120833
28/04/2019,25.44,95.75,0,2.3580661075481006,1000.82,1.67604166
29/04/2019,25.4,94.75,0.51,2.3580661075481006,1000.62,0.19633333
30/04/2019,25.82,92.75,0,2.3580661075481006,1001.53,0.75291666
01/05/2019,25.68,91.25,0.85,2.3580661075481006,1001.4,2.96116666
02/05/2019,26.16,87.75,0.34,2.3580661075481006,1000.8,6.34775
03/05/2019,26.1,77,0,2.3580661075481006,1000.7,17.64525
04/05/2019,25.56,79.5,0,2.3580661075481006,1000.39,11.943
05/05/2019,26.12,82.25,0.85,2.3580661075481006,1000.38,11.647
06/05/2019,26.08,83.75,0.51,2.3580661075481006,1001.11,5.43933333
07/05/2019,25.84,81,0,2.3580661075481006,1001.15,2.29458333
08/05/2019,25.88,89,0.34,2.3580661075481006,1001.23,3.308
09/05/2019,26.18,88.5,0,2.3580661075481006,999.96,9.18275
10/05/2019,26.56,84,0.34,2.3580661075481006,998.42,6.10895833
11/05/2019,26.28,83.25,0.51,2.3580661075481006,998.93,5.76895833
12/05/2019,26.72,85.75,0.51,2.3580661075481006,1000.15,7.29704166
13/05/2019,26.34,83.25,0.68,2.3580661075481006,1001.11,11.71775
14/05/2019,26.02,90.25,0.51,2.3580661075481006,1001.54,5.03620833
15/05/2019,26.24,85.75,0,2.3580661075481006,1000.92,7.56075
16/05/2019,26.38,83.25,0.51,2.3580661075481006,1001.07,7.39383333
17/05/2019,26.14,86.25,0.85,2.3580661075481006,1000.87,3.96783333
18/05/2019,26.5,84.25,0.51,2.3580661075481006,1000.66,15.56379166
19/05/2019,26.6,84.25,0,2.3580661075481006,1000.85,20.89091666
20/05/2019,25.88,87.5,0.34,2.3580661075481006,1000.84,7.47525
21/05/2019,26.52,83,0.51,2.3580661075481006,1000.04,7.36341666
22/05/2019,27.328397912783753,70.87581010732539,0,2.3580661075481006,1001.13,5.30554166
23/05/2019,26,84.5,0.68,2.3580661075481006,1001.01,5.98541666
24/05/2019,25.64,93.25,0,2.3580661075481006,1001.24,4.86754166
25/05/2019,26.3,86.25,0.34,2.3580661075481006,1000.94,8.18525
26/05/2019,26.22,85.75,0.34,2.3580661075481006,1000.72,6.55995833
27/05/2019,26.74,81.25,0,2.3580661075481006,1000.98,14.23558333
28/05/2019,25.74,81,0.68,2.3580661075481006,1000.85,13.10591666
29/05/2019,26.2,82.75,0.85,2.3580661075481006,1001.53,12.95120833
30/05/2019,25.6,86,0.34,2.3580661075481006,1001.42,15.2225
31/05/2019,26,87,0,2.3580661075481006,1000.92,4.317875
01/06/2019,26.36,82.25,0.68,2.3580661075481006,1000.99,27.59204166
02/06/2019,26.12,81.25,0.68,0,1001.12,10.708
03/06/2019,26.14,81.5,0.68,0,1002.63,8.59633333
04/06/2019,26.48,78.5,0.85,0,1003.57,10.54020833
05/06/2019,26.08,80.75,0.171,0,1002.73,15.11708333
06/06/2019,27.328397912783753,70.87581010732539,0.77,0,1001.9,15.22954166
07/06/2019,26.34,77,0.68,0,1001.59,12.49958333
08/06/2019,26.16,80.75,0.171,0,1002.29,9.73416666
09/06/2019,25.76,87.5,0.34,0,1002.65,13.94958333
10/06/2019,26.32,83.25,0.85,0,1002.47,6.169625
11/06/2019,27.18,80.25,0.51,0,1001.98,14.75141666
12/06/2019,24.68,88,0,2.4,1002.78,8.5025
13/06/2019,26.02,86,0.51,0,1002.95,10.85970833
14/06/2019,27.328397912783753,87,0,1.4,1003.56,17.51754166
15/06/2019,26.64,82.25,0.85,0.4,1003.12,17.712875
16/06/2019,26.28,81,0.171,0,1003.34,12.10395833
17/06/2019,27.328397912783753,70.87581010732539,0,0,1003.44,9.87545833
18/06/2019,28,76.75,0.34,0,1003.65,18.4475
19/06/2019,26.2,77,0,0,1003.64,4.96829166
20/06/2019,26.34,69,0.68,0,1003.61,12.04779166
21/06/2019,26.28,72,0.51,0,1004.59,17.314875
22/06/2019,26.5,74.75,0.51,0,1005.12,2.80804166
23/06/2019,25.82,74.25,0,0,1004.08,5.85504166
24/06/2019,25.62,74.25,0.68,0,1002.25,17.55683333
25/06/2019,26,71.75,0,0,1001.7,15.50275
26/06/2019,27.328397912783753,70.87581010732539,0.51,0,1002.37,17.2315
27/06/2019,26.74,65,0,0,1002.85,16.6245
28/06/2019,26.74,66,0,0,1002.14,17.979125
29/06/2019,27.328397912783753,70.87581010732539,1.07467,0,1001.51,24.530125
30/06/2019,26.84,79,0.77,0,1001.4,14.715875
01/07/2019,26.78,75,0.51,0,1001.1,22.84183333
02/07/2019,25.4,87,0.88,0,1000.47,31.54879166
03/07/2019,26.7,79,0.51,0,1001.21,8.15058333
04/07/2019,27.12,82,0.77,0,1001.4,17.05791666
